case_id,method,initial_errors,final_errors,error_reduction,clean_fact_preservation,overrepair_rate,triple_precision,triple_recall,triple_f1,exact_match,normalized_f1,normalized_exact,repair
sroie-615,rule_only,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,source_field_copy,2.0,4.0,-1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,
sroie-615,base_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,base_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,diagnosis_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,diagnosis_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,shacl_context_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-615,shacl_context_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,input,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,rule_only,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,source_field_copy,2.0,4.0,-1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,
sroie-619,base_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,base_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,diagnosis_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,diagnosis_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,shacl_context_raw,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
sroie-619,shacl_context_gate,2.0,2.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.75,0.0,
